,age,balance,day,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,marital_married,marital_single,marital_nan,education_secondary,education_tertiary,education_nan,contact_telephone,contact_nan,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,month_nan,poutcome_other,poutcome_success,poutcome_nan,subscribed_yes,subscribed_nan,default_yes,housing_yes,loan_yes,TotalContacts
46,0.33,0.002675570655336246,20,0.21030042918454936,1,1.2095988882791728,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
47,0.51,0.0013238399700157201,20,-0.012875536480686695,2,1.3053016659745074,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5128236264286637
48,0.5,0.0014764183177886614,20,0.3562231759656652,2,1.3221742022901748,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
49,0.34,0.00208582777347938,20,-0.4034334763948498,2,1.3037535881840596,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8487254123783889
50,0.43,0.001508158998377091,20,-0.6738197424892703,1,0.9853748973391909,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.29017895265036814
51,0.35,0.0014048384444624274,20,-0.8025751072961373,5,1.3037535881840596,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3871273474237826
52,0.42,0.0013677302359790464,20,-0.48068669527896996,2,1.3342687617227567,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8487254123783889
53,0.45,0.001663891180345652,20,-0.703862660944206,1,1.2928494164314155,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
54,0.31,0.0017516587999996988,20,-0.8540772532188842,1,1.2912819258582984,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
55,0.35,0.001572941483355025,20,-0.9098712446351931,1,0.9853748973391909,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
56,0.35,0.002152647492568475,20,-0.3133047210300429,1,1.2112996774299385,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
57,0.39,0.0025928082276135797,20,0.9184549356223176,1,1.2112996774299385,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
58,0.48,0.0013131057782465158,20,-0.6266094420600858,2,1.190696763977073,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
59,0.33,0.005263514118357481,20,0.4248927038626609,1,1.3130063095154627,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6948124598790065
60,0.33,0.0015214167711180857,1,0.8197424892703863,1,1.3053016659745074,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.29017895265036814
61,0.37,0.0020661065609617825,1,2.3605150214592276,1,0.9484913608629537,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.29017895265036814
62,0.32,0.0023476961831628467,1,3.948497854077253,1,1.1941601958003105,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6948124598790065
63,0.35,0.0013131057782465158,1,0.2532188841201717,1,1.264251641770729,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.29017895265036814
64,0.49,0.001783181230804788,1,0.2145922746781116,2,1.129905432686749,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.9820784724121582
65,0.33,0.0030658943609077273,2,-0.48068669527896996,1,1.2722778501567018,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5128236264286637
66,0.35,0.0021032608312230904,2,0.5364806866952789,1,0.9506990500340388,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.29017895265036814
67,0.35,0.0027311802022047475,2,-0.6008583690987125,3,1.3068473509239367,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6948124598790065
68,0.35,0.002217390506374465,20,-0.9399141630901288,6,1.2944144538226736,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.3871273474237826
69,0.46,0.0014384038961471307,20,0.0815450643776824,1,1.31607162218251,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8487254123783889
70,0.34,0.0036099729382645554,20,-0.6008583690987125,1,1.166110939274888,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9820784724121582
71,0.3,0.00345503503954027,20,-0.9785407725321889,6,1.2690750930502166,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.3001916620664788
72,0.33,0.0013177129200853106,20,0.6437768240343348,1,1.3357703480551655,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6948124598790065
73,0.43,0.002087418638681866,20,0.48497854077253216,2,1.3206520450999544,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5128236264286637
74,0.35,0.0021918350686590403,20,-0.8927038626609443,7,1.2129975788077667,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.3871273474237826
75,0.36,0.0012719606880604868,20,-0.9742489270386266,5,1.2944144538226736,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.610104356977261
76,0.3,0.0013609799924651498,20,0.10300429184549356,1,1.2912819258582984,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.29017895265036814
77,0.35,0.001505357105220177,20,1.9484978540772533,2,1.3145401403662447,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.9820784724121582
78,0.31,0.0023104058205822616,20,-0.33476394849785407,1,1.0473189942805592,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.29017895265036814
79,0.38,0.0034912859454468443,4,2.07725321888412,5,1.5830880786234423,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3871273474237826
80,0.31,0.0015925276678745261,7,-0.7167381974248928,1,1.0533074843681367,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
81,0.42,0.0014209589721884068,7,-0.39914163090128757,1,1.2314866656953505,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6948124598790065
82,0.32,0.00429432312726537,7,-0.15450643776824036,1,1.0749634725496366,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
83,0.57,0.001790529468087459,9,-0.4334763948497854,3,1.0651779405418378,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8487254123783889
84,0.22,0.002107465148969277,10,-0.2317596566523605,1,0.9938591861094676,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29017895265036814
85,0.45,0.002368642897354963,10,0.5493562231759657,1,1.0651779405418378,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8487254123783889
86,0.4,0.0031378789642829206,14,0.11587982832618025,1,1.0730140116890479,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
87,0.35,0.0030074150456262812,14,0.14163090128755365,1,1.0710607430064039,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
88,0.64,0.00136398280121126,14,-0.6437768240343348,2,0.893989693707746,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
89,0.43,0.001837073777115012,16,0.38197424892703863,1,0.9238795528095592,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
90,0.46,0.0013131057782465158,17,-0.34763948497854075,1,1.0807891559433633,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
91,0.47,0.0013131057782465158,17,-0.5965665236051502,1,1.1409053831862488,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
92,0.56,0.0015952148174397424,17,-0.5708154506437768,1,1.0942518685922868,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29017895265036814
93,0.52,0.001457856397347538,17,-0.5407725321888412,2,1.0923396850137246,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8487254123783889
94,0.31,0.0017272274262206747,17,-0.22317596566523606,6,1.0749634725496366,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2049723046590195
95,0.29,0.0015992390542472277,18,0.9356223175965666,6,1.0807891559433633,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0997227829521368
96,0.44,0.0019813994383393683,21,-0.5150214592274678,2,1.0865810972260648,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
97,0.4,0.0018412539651018853,21,-0.6094420600858369,5,1.0865810972260648,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.079858121565052
98,0.49,0.0019133695148135575,21,0.6394849785407726,7,0.9396115400483361,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3001916620664788
99,0.48,0.002259786440701078,24,1.2188841201716738,3,0.9440613068254747,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9820784724121582
100,0.59,0.0027777462770925696,24,0.004291845493562232,1,1.0942518685922868,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
101,0.49,0.0030639049222874926,24,-0.7467811158798283,3,1.0865810972260648,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8487254123783889
102,0.32,0.0017441719239086868,24,0.15879828326180256,1,1.0885043134353685,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29017895265036814
103,0.47,0.003046917548243746,28,-0.18454935622317598,1,1.1206454642113968,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29017895265036814
104,0.35,0.004085742022780409,28,-0.4248927038626609,1,0.9193388633381309,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
105,0.36,0.001747918725151199,29,-0.5450643776824035,1,1.1678872569922174,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.29017895265036814
